slug,namePinyin,nameEnglish,ingredients,indications,notes,contraindications
gui-zhi-tang,Gui Zhi Tang,Cinnamon Twig Decoction,"Cinnamon twig|Gui Zhi|9g;Peony root|Shao Yao|9g;Ginger|Sheng Jiang|9g;Jujube|Da Zao|12g;Licorice|Zhi Gan Cao|6g","Exterior wind-cold with deficiency","Classical formula","pregnancy caution"
